RepRapFirmware height map file v2 generated at 2020-11-03 16:12
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
10.00,272.00,10.00,295.00,-1.00,87.33,95.00,4,4
 -0.126, -0.087, -0.042,  0.144
 -0.040, -0.012, -0.002,  0.033
  0.171,  0.151,  0.197,  0.077
  0.498,  0.453,  0.386,  0.522
